id	label	reason	evidence	queue	priority_score	organism	n_files_total	n_raw	raw_extensions	acquisition_mode	quant_mode	instruments	has_pride_metadata_file	has_deposited_sdrf	metadata_filenames	design_complexity	estimated_sdrf_rows	templates	publication	already_annotated	notes
PXD074721	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD074721; files/all n=11	Q0	10	Mus musculus (mouse)	11	6	raw	DIA	LFQ	Orbitrap Fusion	yes	yes	SDRF.xlsx	simple	6	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	deposited: SDRF.xlsx
PXD076440	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD076440; files/all n=19	Q0	10	Danio rerio (zebrafish) (brachydanio rerio)	19	1	d.zip	DIA	LFQ	timsTOF Pro 2	yes	yes	SDRF.sdrf.tsv	simple	1	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	deposited: SDRF.sdrf.tsv
PXD077951	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD077951; files/all n=15	Q0	10	Homo sapiens (human)	15	12	d.zip	DIA	LFQ	timsTOF Pro 2	yes	yes	sdrf.csv	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	deposited: sdrf.csv
PXD079300	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD079300; files/all n=21	Q0	10	Sus scrofa domesticus (domestic pig)	21	12	d.zip	DIA	LFQ	timsTOF Pro	yes	yes	sdrf.tsv	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	deposited: sdrf.tsv
PXD028901	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD028901; files/all n=529	Q1	9	Saccharomyces cerevisiae (baker's yeast);Mus musculus (mouse)	529	9	raw	DIA	LFQ	Q Exactive HF-X	yes	no	Sep_02_09_55_46_2021_fragger_ce_length_charge_biognosys_irt_deeplc_0.25_protein_filter_diann_0.05.csv;Sep_10_12_52_22_2021_mslibrarian_ce_length_charge_irt_biognosys_deeplc_0.25_protein_filter_diann_0.05.csv;Sep_02_09_55_46_2021_fragger_ce_length_charge_biognosys_irt_deeplc_0.25_protein_filter_diann_0.05_topN_14_cutoff_0.01_trans_6.csv	simple	9	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD040789	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD040789; files/all n=14	Q1	9	Mus musculus (mouse)	14	12	raw.zip	DIA	LFQ	Q Exactive Plus	yes	no	20220714_QEP_KTT_010_50-0082_Faehling_sample02_dia.raw.Zip;20220714_QEP_KTT_009_50-0082_Faehling_sample07_dia.raw.Zip;20220714_QEP_KTT_003_50-0082_Faehling_sample05_dia.raw.Zip	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD047391	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD047391; files/all n=19	Q1	9	Rattus norvegicus (rat)	19	8	wiff	DIA	LFQ	TripleTOF 5600	yes	no	CB_19Feb2019_NANOROS_Sample1.wiff.scan;CB_19Feb2019_NANOROS_Sample4.wiff.scan;CB_19Feb2019_NANOROS_Sample7.wiff.scan	simple	8	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD050248	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD050248; files/all n=53	Q1	9	Mus musculus (mouse)	53	1	wiff.zip	DIA	LFQ	TripleTOF 6600	yes	no	220622_SWATH_sample_3298_S0018879.zip;220622_SWATH_sample_3327_S0018866.zip;220622_SWATH_sample_3381_S0018882.zip	simple	1	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD051213	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD051213; files/all n=16	Q1	9	Mus musculus (mouse)	16	12	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	ExperimentalDesign.txt	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD052595	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD052595; files/all n=15	Q1	9	Homo sapiens (human)	15	6	wiff	DIA	LFQ	ZenoTOF 7600	yes	no	Metadata.tsv	simple	6	ms-proteomics;human;dia-acquisition;cell-lines	none_in_pride	no	
PXD054374	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD054374; files/all n=32	Q1	9	Homo sapiens (human)	32	12	wiff.zip	DIA	LFQ	ZenoTOF 7600	yes	no	DIA_experimental_design_PCF000078.txt	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD056403	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD056403; files/all n=14	Q1	9	Homo sapiens (human)	14	12	d.zip	DIA	LFQ	timsTOF Pro 2	yes	no	Experimental_design_and_group_information.xlsx;Expressed_annotation.xlsx	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD060270	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD060270; files/all n=21	Q1	9	Homo sapiens (human)	21	10	wiff	DIA	LFQ	TripleTOF 6600	yes	no	1_Patient_1_Neonatal_sample.wiff.scan;6_Patient_3_Diagnostic_age_sample.wiff.scan;3_Patient_2_Neonatal_sample.wiff.scan	simple	10	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD061499	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061499; files/all n=33	Q1	9	Mus musculus (mouse)	33	12	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_metadata.tsv	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD061575	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061575; files/all n=24	Q1	9	Homo sapiens (human)	24	3	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_metadata.tsv	simple	3	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD061590	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061590; files/all n=24	Q1	9	Homo sapiens (human)	24	3	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_metadata.tsv	simple	3	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD061600	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061600; files/all n=29	Q1	9	Homo sapiens (human)	29	8	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_metadata.tsv	simple	8	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD061636	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061636; files/all n=33	Q1	9	Mus musculus (mouse)	33	12	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_metadata.tsv	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD061640	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061640; files/all n=27	Q1	9	Cistus creticus	27	6	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_metadata.tsv	simple	6	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD061684	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061684; files/all n=24	Q1	9	Homo sapiens (human)	24	3	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_metadata.tsv	simple	3	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD064637	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD064637; files/all n=15	Q1	9	Homo sapiens (human)	15	12	raw	DIA	LFQ	LTQ Orbitrap	yes	no	sample_metadata.xlsx	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD065263	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD065263; files/all n=12	Q1	9	Homo sapiens (human)	12	9	d.zip	DIA	LFQ	timsTOF Pro 2	yes	no	Experimental_design.xlsx	simple	9	ms-proteomics;human;dia-acquisition;cell-lines	none_in_pride	no	
PXD065892	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD065892; files/all n=8	Q1	9	Homo sapiens (human)	8	2	d.zip	DIA	LFQ	timsTOF	yes	no	aih_liver_diann.tsv;experimental_design.csv;aih_plasma_spectronaut.tsv	simple	2	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD067233	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD067233; files/all n=15	Q1	9	Homo sapiens (human)	15	3	d.zip	DIA	LFQ	timsTOF HT	yes	no	organoid_proteomics_metadata.txt	simple	3	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD067632	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD067632; files/all n=14	Q1	9	Homo sapiens (human)	14	12	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	sample_metadata.csv	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD067823	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD067823; files/all n=15	Q1	9	Homo sapiens (human)	15	9	raw	DIA	LFQ	Orbitrap Fusion Lumos	yes	no	Sample_Legend_and_LC-MS_Settings_v02.docx	simple	9	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD068569	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD068569; files/all n=6	Q1	9	Mycoplasma agalactiae	6	2	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	SampleTableEB.xlsx	simple	2	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD068596	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD068596; files/all n=21	Q1	9	Mus musculus (mouse)	21	12	raw	DIA	LFQ	Q Exactive HF	yes	no	KinomeMetadata.xlsx	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD068720	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD068720; files/all n=15	Q1	9	Mycobacterium tuberculosis	15	6	raw	DIA	LFQ	Orbitrap Fusion	yes	no	mqpar.xml	simple	6	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD068732	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD068732; files/all n=18	Q1	9	Escherichia coli;Bacteria	18	12	d.zip	DIA	LFQ	timsTOF HT	yes	no	sample_description.xlsx	simple	12	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD069565	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD069565; files/all n=31	Q1	9	Mus musculus (mouse)	31	12	raw	DIA	LFQ	Orbitrap Ascend	yes	no	CMA213_Metadata.xlsx	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
PXD069678	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD069678; files/all n=14	Q1	9	Homo sapiens (human)	14	12	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	Sample_table_.csv;DIA-NN_search.zip	simple	12	ms-proteomics;human;dia-acquisition;cell-lines	none_in_pride	no	
PXD069753	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD069753; files/all n=15	Q1	9	Caenorhabditis elegans	15	4	raw	DDA	LFQ	Orbitrap Eclipse	yes	no	FayDS_032124_Sample_Report.csv;FayDS_032124_SampleList.csv	simple	4	ms-proteomics;invertebrates	none_in_pride	no	
PXD069825	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD069825; files/all n=15	Q1	9	Homo sapiens (human)	15	12	d.zip	DIA	LFQ	Bruker Daltonics timsTOF series	yes	no	mqpar.xml	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD069857	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD069857; files/all n=15	Q1	9	Homo sapiens (human)	15	12	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	no	mqpar_shCTR_shQPCT.xml;mqpar_DMSO_SEN177.xml	simple	12	ms-proteomics;human	none_in_pride	no	
PXD070116	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD070116; files/all n=18	Q1	9	Aedes aegypti	18	12	raw	DDA	LFQ	Orbitrap Exploris 480	yes	no	experimentalDesignTemplate.txt;mqpar.xml	simple	12	ms-proteomics	none_in_pride	no	
PXD070239	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD070239; files/all n=31	Q1	9	Escherichia coli;Homo sapiens (human)	31	5	d.zip	DIA	LFQ	timsTOF fleX	yes	no	experiment_annotation_cryogel.tsv	simple	5	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD070409	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD070409; files/all n=11	Q1	9	Arabidopsis thaliana (mouse-ear cress)	11	8	raw	DDA	LFQ	Q Exactive Plus	yes	no	sample_metadata.txt	simple	8	ms-proteomics;plants	none_in_pride	no	
PXD070896	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD070896; files/all n=16	Q1	9	Mus musculus (mouse)	16	10	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	raw_file_ID_sample_ID.xlsx;Spectronaut_output_no_norm_proteins.xlsx;Spectronaut_output_no_norm_peptides.xlsx	simple	10	ms-proteomics;vertebrates;dia-acquisition;cell-lines	none_in_pride	no	
PXD071251	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD071251; files/all n=14	Q1	9	Homo sapiens (human)	14	4	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	PLK303_samples_description.txt	simple	4	ms-proteomics;human;dia-acquisition;cell-lines	none_in_pride	no	
PXD071320	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD071320; files/all n=20	Q1	9	Escherichia coli	20	5	d.zip;raw	DIA	LFQ	timsTOF Pro 2;Orbitrap Exploris 480	yes	no	23484-ExperimentalDesign.tsv	simple	5	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD071371	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD071371; files/all n=17	Q1	9	Homo sapiens (human)	17	6	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	mqpar.xml	simple	6	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD071659	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD071659; files/all n=52	Q1	9	Homo sapiens (human)	52	8	d.zip	DIA	LFQ	timsTOF HT	yes	no	PDAC_Serum_110Samples_RawFiles.zip	simple	8	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD071673	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD071673; files/all n=27	Q1	9	Bos taurus (bovine)	27	12	raw	DDA	LFQ	Q Exactive	yes	no	Metadata.csv	simple	12	ms-proteomics;vertebrates	none_in_pride	no	
PXD072248	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD072248; files/all n=12	Q1	9	Homo sapiens (human)	12	8	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	Sample_Identifiers.xlsx	simple	8	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD072866	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD072866; files/all n=9	Q1	9	Homo sapiens (human)	9	4	raw	DDA	LFQ	Orbitrap Exploris 240	yes	no	mqpar_mdamb231.xml;mqpar_bt549.xml	simple	4	ms-proteomics;human;cell-lines	none_in_pride	no	
PXD073445	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD073445; files/all n=11	Q1	9	Callithrix jacchus	11	8	raw	DDA	LFQ	Q Exactive HF-X	yes	no	Sample_Info.txt	simple	8	ms-proteomics	none_in_pride	no	
PXD073771	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD073771; files/all n=17	Q1	9	Sphingopyxis granuli;Bacteria	17	12	raw	DDA	LFQ	Q Exactive Plus	yes	no	experiment_annotation_stationary.tsv;experiment_annotation_exponential.tsv	simple	12	ms-proteomics	none_in_pride	no	
PXD073890	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD073890; files/all n=13	Q1	9	Plasmodium falciparum (isolate 3d7);Homo sapiens (human)	13	9	raw	DIA	LFQ	Orbitrap Fusion Lumos	yes	no	Sample_Information_and_QC_WesternBlot.pptx	simple	9	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD074117	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD074117; files/all n=11	Q1	9	Homo sapiens (human)	11	4	wiff.zip	DIA	LFQ	TripleTOF 5600	yes	no	SampleAnnotation.xlsx	simple	4	ms-proteomics;human;dia-acquisition	none_in_pride	no	
PXD074160	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD074160; files/all n=22	Q1	9	Bifidobacterium longum subsp. infantis (strain atcc 15697 / dsm 20088 / jcm 1222 / nctc 11817 / s12);Roseburia intestinalis l1-82;Roseburia hominis a2-183;Bacteria;Bifidobacterium adolescentis atcc 15703;Roseburia inulinivorans dsm 16841	22	9	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	2041_Metadata.tsv	simple	9	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD074259	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD074259; files/all n=15	Q1	9	Methanococcus maripaludis	15	12	d.zip	DDA	LFQ	Bruker Daltonics flex series	yes	no	experiment_annotation_6.tsv	simple	12	ms-proteomics	none_in_pride	no	
PXD074698	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD074698; files/all n=14	Q1	9	Homo sapiens (human)	14	6	raw	DDA	LFQ	Orbitrap Fusion	yes	no	mqpar.xml	simple	6	ms-proteomics;human	none_in_pride	no	
PXD074843	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD074843; files/all n=7	Q1	9	Homo sapiens (human)	7	4	raw	DDA	LFQ	Orbitrap Eclipse	yes	no	P4926_sample.csv	simple	4	ms-proteomics;human	none_in_pride	no	
PXD075028	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD075028; files/all n=9	Q1	9	Bacteria;Escherichia coli (strain k12)	9	6	raw	DIA	LFQ	Orbitrap Exploris 480	yes	no	Sample_list.xlsx	simple	6	ms-proteomics;dia-acquisition	none_in_pride	no	
PXD075073	include	Small label-free project with a public design or sample sheet	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD075073; files/all n=14	Q1	9	Mus musculus (mouse)	14	12	d.7z;d.zip	DIA	LFQ	timsTOF HT	yes	no	20250225_TTOF_Evo10_DIA_SA_5546_Sample03_S1-B3_1_1166.d.7z;20250225_TTOF_Evo10_DIA_SA_5546_Sample06_S1-B6_1_1169.d.7z;20250225_TTOF_Evo10_DIA_SA_5546_Sample05_S1-B5_1_1168.d.7z	simple	12	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	
