id	label	reason	evidence	queue	priority_score	organism	n_files_total	n_raw	raw_extensions	acquisition_mode	quant_mode	instruments	has_pride_metadata_file	has_deposited_sdrf	metadata_filenames	design_complexity	estimated_sdrf_rows	templates	publication	already_annotated	notes
PXD054113	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD054113; files/all n=18	Q0	10	Homo sapiens (human)	18	5	raw	DDA	LFQ	LTQ Orbitrap Elite	yes	yes	CETUXIMAB00001.sdrf.tsv	simple	5	ms-proteomics;human;cell-lines	none_in_pride	no	deposited: CETUXIMAB00001.sdrf.tsv
PXD035795	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD035795; files/all n=23	Q0	10	Arabidopsis thaliana (mouse-ear cress)	23	6	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	SDRF.txt	simple	6	ms-proteomics;plants	none_in_pride	no	deposited: SDRF.txt
PXD041036	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD041036; files/all n=18	Q0	10	Mus musculus (mouse)	18	6	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf.tsv	simple	6	ms-proteomics;vertebrates	none_in_pride	no	deposited: sdrf.tsv
PXD041759	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD041759; files/all n=10	Q0	10	Vicia faba var. minor	10	6	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	SDRF_Muhovski_et_al_final.docx	simple	6	ms-proteomics	none_in_pride	no	deposited: SDRF_Muhovski_et_al_final.docx
PXD052817	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD052817; files/all n=23	Q0	10	Homo sapiens (human)	23	6	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	SDRF.txt	simple	6	ms-proteomics;human	none_in_pride	no	deposited: SDRF.txt
PXD060055	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD060055; files/all n=18	Q0	10	Nicotiana tabacum (common tobacco)	18	6	raw	DDA	LFQ	Orbitrap Exploris 480	yes	yes	sdrf-plants_BP.sdrf.tsv	simple	6	ms-proteomics	none_in_pride	no	deposited: sdrf-plants_BP.sdrf.tsv
PXD066589	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD066589; files/all n=19	Q0	10	Gallus gallus (chicken)	19	6	raw	DDA	LFQ	Q Exactive	yes	yes	SDRF.tsv	simple	6	ms-proteomics;vertebrates	none_in_pride	no	deposited: SDRF.tsv
PXD066627	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD066627; files/all n=11	Q0	10	Homo sapiens (human)	11	6	raw	DIA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf-cell-line.sdrf.tsv	simple	6	ms-proteomics;human;dia-acquisition	none_in_pride	no	deposited: sdrf-cell-line.sdrf.tsv
PXD066779	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD066779; files/all n=18	Q0	10	Synechocystis sp. (strain pcc 6803 / kazusa);Bacteria	18	6	raw	DIA	LFQ	Q Exactive HF	yes	yes	sdrf.csv	simple	6	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: sdrf.csv
PXD068623	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD068623; files/all n=131	Q0	10	Mycobacterium tuberculosis	131	6	raw	DIA	LFQ	Orbitrap Fusion	yes	yes	sdrf.tsv	simple	6	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: sdrf.tsv
PXD068894	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD068894; files/all n=96	Q0	10	Rhyparobia maderae	96	6	raw	DIA	LFQ	Q Exactive Plus	yes	yes	sdrf_complete.tsv	simple	6	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: sdrf_complete.tsv
PXD069676	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD069676; files/all n=15	Q0	10	Homo sapiens (human)	15	6	raw	DIA	LFQ	LTQ Orbitrap Elite;Orbitrap Astral	yes	yes	SDRFics.txt	simple	6	ms-proteomics;human;dia-acquisition	none_in_pride	no	deposited: SDRFics.txt
PXD070838	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD070838; files/all n=12	Q0	10	Klebsiella pneumoniae subsp. pneumoniae hs11286	12	6	raw	DIA	LFQ	Orbitrap Astral	yes	yes	SDRF.tsv	simple	6	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: SDRF.tsv
PXD072661	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD072661; files/all n=78	Q0	10	Mus musculus (mouse)	78	6	raw	DIA	LFQ	4800 Proteomics Analyzer	yes	yes	TENT5C.sdrf.tsv	simple	6	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	deposited: TENT5C.sdrf.tsv
PXD073840	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD073840; files/all n=153	Q0	10	Mycobacterium tuberculosis h37rv	153	6	raw	DIA	LFQ	Orbitrap Fusion	yes	yes	sdrf.tsv	simple	6	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: sdrf.tsv
PXD074721	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD074721; files/all n=11	Q0	10	Mus musculus (mouse)	11	6	raw	DIA	LFQ	Orbitrap Fusion	yes	yes	SDRF.xlsx	simple	6	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	deposited: SDRF.xlsx
PXD023801	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD023801; files/all n=60	Q0	10	Naja ashei	60	7	raw	DDA	LFQ	Q Exactive	yes	yes	sdrf.tsv	simple	7	ms-proteomics	none_in_pride	no	deposited: sdrf.tsv
PXD037850	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD037850; files/all n=15	Q0	10	Labeo rohita (indian major carp)	15	8	raw	DDA	LFQ	Orbitrap Fusion	yes	yes	SDRF_Ah_Gut_rohu.txt	simple	8	ms-proteomics	none_in_pride	no	deposited: SDRF_Ah_Gut_rohu.txt
PXD039014	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD039014; files/all n=11	Q0	10	Mus musculus (mouse)	11	8	raw	DDA	LFQ	Q Exactive Plus	yes	yes	sdrf-vertebrates.tsv	simple	8	ms-proteomics;vertebrates	none_in_pride	no	deposited: sdrf-vertebrates.tsv
PXD044798	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD044798; files/all n=14	Q0	10	Pisum sativum (garden pea)	14	8	raw	DDA	LFQ	LTQ Orbitrap Elite	yes	yes	sdrf-pea.tsv	simple	8	ms-proteomics	none_in_pride	no	deposited: sdrf-pea.tsv
PXD058977	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD058977; files/all n=16	Q0	10	Abortiporus biennis	16	8	raw	DDA	LFQ	Q Exactive HF	yes	yes	sdrf.tsv;sdrf_openms_design_openms.mzTab.gz;sdrf_openms_design_msstats_in.csv.gz	simple	8	ms-proteomics	none_in_pride	no	deposited: sdrf.tsv;sdrf_openms_design_openms.mzTab.gz;sdrf_openms_design_msstats_in.csv.gz
PXD061467	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061467; files/all n=34	Q0	10	Homo sapiens (human)	34	8	raw	DDA	LFQ	Orbitrap Exploris 480	yes	yes	2025-02-28-sdrf-human.sdrf.txt	simple	8	ms-proteomics;human	none_in_pride	no	deposited: 2025-02-28-sdrf-human.sdrf.txt
PXD068411	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD068411; files/all n=11	Q0	10	Mus musculus (mouse)	11	8	raw	DDA	LFQ	Orbitrap Exploris 480	yes	yes	sdrf.txt	simple	8	ms-proteomics;vertebrates;cell-lines	none_in_pride	no	deposited: sdrf.txt
PXD068927	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD068927; files/all n=13	Q0	10	Homo sapiens (human)	13	8	raw	DIA	LFQ	Orbitrap Exploris 480	yes	yes	human_MS_sample.sdrf.tsv	simple	8	ms-proteomics;human;dia-acquisition	none_in_pride	no	deposited: human_MS_sample.sdrf.tsv
PXD074506	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD074506; files/all n=14	Q0	10	Sus scrofa domesticus (domestic pig)	14	8	raw	DIA	LFQ	LTQ Orbitrap Elite	yes	yes	SDRF.txt	simple	8	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	deposited: SDRF.txt
PXD035035	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD035035; files/all n=12	Q0	10	Escherichia coli	12	9	raw	DIA	LFQ	Q Exactive HF	yes	yes	SDRF.tsv	simple	9	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: SDRF.tsv
PXD035553	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD035553; files/all n=44	Q0	10	Plasmodium falciparum	44	9	raw	DDA	LFQ	Q Exactive HF	yes	yes	sdrf-default_OOM_220510_TurnoID.tsv	simple	9	ms-proteomics	none_in_pride	no	deposited: sdrf-default_OOM_220510_TurnoID.tsv
PXD058271	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD058271; files/all n=19	Q0	10	Aspergillus parasiticus	19	9	raw	DDA	LFQ	Q Exactive HF	yes	yes	sdrf.tsv;sdrf_openms_design_msstats_in.csv.gz;sdrf_openms_design_openms.mzTab.gz	simple	9	ms-proteomics	none_in_pride	no	deposited: sdrf.tsv;sdrf_openms_design_msstats_in.csv.gz;sdrf_openms_design_openms.mzTab.gz
PXD060698	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD060698; files/all n=11	Q0	10	Anopheles gambiae str. pest	11	9	raw	DDA	LFQ	Orbitrap Exploris 480	yes	yes	SDRF_FP_ABPP.txt	simple	9	ms-proteomics	none_in_pride	no	deposited: SDRF_FP_ABPP.txt
PXD061092	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD061092; files/all n=15	Q0	10	Homo sapiens (human)	15	9	raw	DDA	LFQ	Orbitrap Exploris 240	yes	yes	sdrf-stem-cells.tsv	simple	9	ms-proteomics;human	none_in_pride	no	deposited: sdrf-stem-cells.tsv
PXD063229	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD063229; files/all n=13	Q0	10	Escherichia coli	13	9	raw	DIA	LFQ	Orbitrap Eclipse	yes	yes	SDRF.xlsx	simple	9	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: SDRF.xlsx
PXD065010	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD065010; files/all n=18	Q0	10	Pleurotus pulmonarius	18	9	raw	DDA	LFQ	Q Exactive HF	yes	yes	sdrf_openms_design_openms.mzTab;sdrf.tsv;sdrf_openms_design_msstats_in.csv.gz	simple	9	ms-proteomics	none_in_pride	no	deposited: sdrf_openms_design_openms.mzTab;sdrf.tsv;sdrf_openms_design_msstats_in.csv.gz
PXD070054	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD070054; files/all n=14	Q0	10	Apis mellifera (honeybee)	14	9	raw	DIA	LFQ	Orbitrap Eclipse	yes	yes	Sonter_SDRF.tsv	simple	9	ms-proteomics;invertebrates;dia-acquisition	none_in_pride	no	deposited: Sonter_SDRF.tsv
PXD073686	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD073686; files/all n=12	Q0	10	Mus musculus (mouse)	12	9	raw	DIA	LFQ	Q Exactive HF	yes	yes	intermediate_SDRF.sdrf.tsv	simple	9	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	deposited: intermediate_SDRF.sdrf.tsv
PXD045388	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD045388; files/all n=15	Q0	10	Mus musculus (mouse)	15	10	raw	DDA	LFQ	Q Exactive	yes	yes	sdrf.tsv	simple	10	ms-proteomics;vertebrates	none_in_pride	no	deposited: sdrf.tsv
PXD055837	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD055837; files/all n=13	Q0	10	Homo sapiens (human)	13	10	raw	DIA	LFQ	Orbitrap Fusion Lumos	yes	yes	PXD055837.sdrf.tsv	simple	10	ms-proteomics;human;dia-acquisition	none_in_pride	no	deposited: PXD055837.sdrf.tsv
PXD058044	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD058044; files/all n=12	Q0	10	Mus musculus (mouse)	12	10	raw	DIA	LFQ	Orbitrap Exploris 480	yes	yes	SDRF_proteomics_metadata.xlsx	simple	10	ms-proteomics;vertebrates;dia-acquisition	none_in_pride	no	deposited: SDRF_proteomics_metadata.xlsx
PXD058143	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD058143; files/all n=16	Q0	10	Euglena gracilis	16	10	raw	DDA	LFQ	LTQ Orbitrap Elite	yes	yes	sdrf-euglena-darkness.tsv	simple	10	ms-proteomics	none_in_pride	no	deposited: sdrf-euglena-darkness.tsv
PXD039015	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD039015; files/all n=13	Q0	10	Mus musculus (mouse)	13	11	raw	DDA	LFQ	Q Exactive Plus	yes	yes	sdrf-whole_cell.tsv	simple	11	ms-proteomics;vertebrates	none_in_pride	no	deposited: sdrf-whole_cell.tsv
PXD052258	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD052258; files/all n=15	Q0	10	Bos taurus (bovine)	15	11	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrfile.docx	simple	11	ms-proteomics;vertebrates	none_in_pride	no	deposited: sdrfile.docx
PXD058349	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD058349; files/all n=57	Q0	10	Orthobunyavirus;Homo sapiens (human)	57	11	raw	DDA	LFQ	Q Exactive HF-X	yes	yes	SDRF.tsv	simple	11	ms-proteomics	none_in_pride	no	deposited: SDRF.tsv
PXD022713	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD022713; files/all n=19	Q0	10	Toxoplasma gondii me49;Homo sapiens (human)	19	12	raw	DDA	LFQ	Q Exactive HF-X	yes	yes	SDRF_ND9.tsv	simple	12	ms-proteomics	none_in_pride	no	deposited: SDRF_ND9.tsv
PXD037997	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD037997; files/all n=27	Q0	10	Saccharomyces cerevisiae (baker's yeast)	27	12	d.zip	DIA	LFQ	timsTOF Pro	yes	yes	Onetto-sdrf.txt	simple	12	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: Onetto-sdrf.txt
PXD039574	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD039574; files/all n=48	Q0	10	Methanothermobacter thermautotrophicus;Methanothermobacter thermautotrophicus str. delta h;Methanothermobacter marburgensis	48	12	raw	DDA	LFQ	Orbitrap Exploris 480	yes	yes	SDRF.tsv	simple	12	ms-proteomics	none_in_pride	no	deposited: SDRF.tsv
PXD045216	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD045216; files/all n=16	Q0	10	Theobroma cacao (cacao) (cocoa)	16	12	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf.docx	simple	12	ms-proteomics	none_in_pride	no	deposited: sdrf.docx
PXD047020	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD047020; files/all n=16	Q0	10	Homo sapiens (human)	16	12	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf.docx	simple	12	ms-proteomics;human	none_in_pride	no	deposited: sdrf.docx
PXD048357	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD048357; files/all n=27	Q0	10	Montipora capitata	27	12	raw	DIA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf-Mcapitata-gametes.tsv	simple	12	ms-proteomics;dia-acquisition	none_in_pride	no	deposited: sdrf-Mcapitata-gametes.tsv
PXD056255	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD056255; files/all n=27	Q0	10	Homo sapiens (human)	27	12	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	2024-09-21-sdrf-2.sdrf.txt	simple	12	ms-proteomics;human	none_in_pride	no	deposited: 2024-09-21-sdrf-2.sdrf.txt
PXD057806	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD057806; files/all n=15	Q0	10	Homo sapiens (human)	15	12	raw	DIA	LFQ	Orbitrap Exploris 480	yes	yes	SDRF_file.xlsx	simple	12	ms-proteomics;human;dia-acquisition;cell-lines	none_in_pride	no	deposited: SDRF_file.xlsx
PXD065495	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD065495; files/all n=26	Q0	10	Danio rerio (zebrafish) (brachydanio rerio)	26	12	raw	DDA	LFQ	Q Exactive HF	yes	yes	PXD024942.sdrf.tsv	simple	12	ms-proteomics;vertebrates	none_in_pride	no	deposited: PXD024942.sdrf.tsv
PXD065756	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD065756; files/all n=15	Q0	10	Glycine max x glycine soja	15	12	raw	DDA	LFQ	Q Exactive HF	yes	yes	SDRF_PRIDE_Compliant_Soybean_Proteomics.txt	simple	12	ms-proteomics	none_in_pride	no	deposited: SDRF_PRIDE_Compliant_Soybean_Proteomics.txt
PXD067868	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD067868; files/all n=16	Q0	10	Homo sapiens (human)	16	12	raw	DDA	LFQ	Orbitrap Eclipse	yes	yes	SDRF.csv	simple	12	ms-proteomics;human;cell-lines	none_in_pride	no	deposited: SDRF.csv
PXD070162	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD070162; files/all n=16	Q0	10	Chlamydomonas reinhardtii	16	12	raw	DDA	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrfile.docx	simple	12	ms-proteomics	none_in_pride	no	deposited: sdrfile.docx
PXD073702	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD073702; files/all n=18	Q0	10	Mus musculus (mouse)	18	12	raw	DDA	LFQ	Orbitrap Exploris 480	yes	yes	sample_description.sdrf.txt	simple	12	ms-proteomics;vertebrates	none_in_pride	no	deposited: sample_description.sdrf.txt
PXD077951	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD077951; files/all n=15	Q0	10	Homo sapiens (human)	15	12	d.zip	DIA	LFQ	timsTOF Pro 2	yes	yes	sdrf.csv	simple	12	ms-proteomics;human;dia-acquisition	none_in_pride	no	deposited: sdrf.csv
PXD062176	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD062176; files/all n=14	Q0	9	Homo sapiens (human)	14	6	raw	unknown	LFQ	Orbitrap Fusion Lumos	yes	yes	sdrf.tsv	simple	6	ms-proteomics;human	none_in_pride	no	deposited: sdrf.tsv
PXD026121	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD026121; files/all n=7	Q0	8	Equus caballus (horse)	7	1	raw	unknown	TMT/iTRAQ/SILAC	Q Exactive HF	yes	yes	RER-Standardbred-SDRF.tsv	simple	1	ms-proteomics	none_in_pride	no	deposited: RER-Standardbred-SDRF.tsv
PXD027141	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD027141; files/all n=57	Q0	8	Labeo rohita (indian major carp)	57	1	raw	DDA	unknown	Orbitrap Fusion	yes	yes	SDRF_rohu.txt	simple	1	ms-proteomics	none_in_pride	no	deposited: SDRF_rohu.txt
PXD036939	include	Submitter deposited an SDRF in PRIDE; import, validate, and improve	PRIDE https://www.ebi.ac.uk/pride/ws/archive/v3/projects/PXD036939; files/all n=4	Q0	8	Severe acute respiratory syndrome coronavirus 2;Homo sapiens (human)	4	1	raw	DDA	unknown	Orbitrap Fusion Lumos	yes	yes	sdrf-EpiScan.tsv	simple	1	ms-proteomics	none_in_pride	no	deposited: sdrf-EpiScan.tsv
